,id,title,author,year,publisher,issn,url,doi,abstract,keyword,pages,num_pages,publication_venue
10,@article: CHEN2021106441,Revisiting heterogeneous defect prediction methods: How far are we?,Xiang Chen and Yanzhou Mu and Ke Liu and Zhanqi Cui and Chao Ni,2021,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584920301944,https://doi.org/10.1016/j.infsof.2020.106441,"Context: Cross-project defect prediction applies to the scenarios that the target projects are new projects. Most of the previous studies tried to utilize the training data from other projects (i.e., the source projects). However, metrics used by practitioners to measure the extracted program modules from different projects may not be the same, and performing heterogeneous defect prediction (HDP) is challenging. Objective: Researchers have proposed many novel HDP methods with promising performance until now. Recently, unsupervised defect prediction (UDP) methods have received more attention and show competitive performance. However, to our best knowledge, whether HDP methods can perform significantly better than UDP methods has not yet been thoroughly investigated. Method: In this article, we perform a comparative study to have a holistic look at this issue. Specifically, we compare five HDP methods with four UDP methods on 34 projects in five groups under the same experimental setup from three different perspectives: non-effort-aware performance indicators (NPIs), effort-aware performance indicators (EPIs) and diversity analysis on identifying defective modules. Result: We have the following findings: (1) HDP methods do not perform significantly better than some of UDP methods in terms of two NPIs and four EPIs. (2) According to two satisfactory criteria recommended by previous studies, the satisfactory ratio of existing HDP methods is pessimistic. (3) The diversity of prediction for defective modules across HDP vs. UDP methods is more than that within HDP methods or UDP methods. Conclusion: The above findings implicate there is still a long way for the HDP issue to go. Given this, we present some observations about the road ahead for HDP","Software defect prediction, Heterogeneous defect prediction, Unsupervised defect prediction, Non-effort-aware performance indicators, Effort-aware performance indicators, Diversity analysis, Empirical studies",106441,,Information and Software Technology
11,@article: FANG2021106542,Self-Attention Networks for Code Search,Sen Fang and You-Shuai Tan and Tao Zhang and Yepang Liu,2021,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921000288,https://doi.org/10.1016/j.infsof.2021.106542,Contex,"Code search, Self-attention mechanism, Joint embedding",106542,,Information and Software Technology
12,@article: JAVED2021106558,iMER: Iterative process of entity relationship and business process model extraction from the requirements,Muhammad Javed and Yuqing Lin,2021,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921000422,https://doi.org/10.1016/j.infsof.2021.106558,Conte,"Entity relationship model, Business process model, General requirements, User stories, Use case specification, Natural language processing",106558,,Information and Software Technology
13,@article: ZHANG2021106701,DeepBackground: Metamorphic testing for Deep-Learning-driven image recognition systems accompanied by Background-Relevance,Zhiyi Zhang and Pu Wang and Hongjing Guo and Ziyuan Wang and Yuqian Zhou and Zhiqiu Huang,2021,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921001555,https://doi.org/10.1016/j.infsof.2021.106701,Contex,"Metamorphic testing, Deep learning, Image recognition system, Test data generation, Robust systems",106701,,Information and Software Technology
14,@article: MA2012248,Transfer learning for cross-company software defect prediction,Ying Ma and Guangchun Luo and Xue Zeng and Aiguo Chen,2012,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584911001996,https://doi.org/10.1016/j.infsof.2011.09.007,Conte,"Machine learning, Software defect prediction, Transfer learning, Naive Bayes, Different distribution",248-256,,Information and Software Technology
15,@article: SAHIN2022106822,Predicting vulnerability inducing function versions using node embeddings and graph neural networks,Sefa Eren Şahin and Ecem Mine Özyedierler and Ayse Tosun,2022,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584922000015,https://doi.org/10.1016/j.infsof.2022.106822,Contex,"Software vulnerabilities, Graph neural networks, Graph embeddings, Abstract syntax trees",106822,,Information and Software Technology
16,@article: ZOU2021106588,Joint feature representation learning and progressive distribution matching for cross-project defect prediction,Quanyi Zou and Lu Lu and Zhanyu Yang and Xiaowei Gu and Shaojian Qiu,2021,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921000689,https://doi.org/10.1016/j.infsof.2021.106588,Contex,"Domain adaption, Cross project defect prediction, Feature representation, Progressive distribution matching",106588,,Information and Software Technology
17,@article: QU2021106605,Leveraging developer information for efficient effort-aware bug prediction,Yu Qu and Jianlei Chi and Heng Yin,2021,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921000823,https://doi.org/10.1016/j.infsof.2021.106605,Contex,"Software bug prediction, Defect prediction, Effort-aware bug prediction, Developer information, Unsupervised model, Empirical study",106605,,Information and Software Technology
18,@article: ISLAM2022106756,Early prediction for merged vs abandoned code changes in modern code reviews,Khairul Islam and Toufique Ahmed and Rifat Shahriyar and Anindya Iqbal and Gias Uddin,2022,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921002032,https://doi.org/10.1016/j.infsof.2021.106756,Contex,"Code review, Patch, Early prediction, Merged, Abandoned",106756,,Information and Software Technology
19,@article: HUQ2022106765,Review4Repair: Code review aided automatic program repairing,Faria Huq and Masum Hasan and Md Mahim Anjum Haque and Sazan Mahbub and Anindya Iqbal and Toufique Ahmed,2022,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921002111,https://doi.org/10.1016/j.infsof.2021.106765,Contex,"Automatic program repair, Deep learning, Code review",106765,,Information and Software Technology
20,@article: MENZIES201935,“Bad smells” in software analytics papers,Tim Menzies and Martin Shepperd,2019,,0950-5849,https://www.sciencedirect.com/science/article/pii/S095058491930076X,https://doi.org/10.1016/j.infsof.2019.04.005,Conte,,35-47,,Information and Software Technology
21,@article: GHADHAB2021106566,Augmenting commit classification by using fine-grained source code changes and a pre-trained deep neural language model,Lobna Ghadhab and Ilyes Jenhani and Mohamed Wiem Mkaouer and Montassar {Ben Messaoud},2021,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921000495,https://doi.org/10.1016/j.infsof.2021.106566,Contex,"Software maintenance, Commit classification, Code changes, Deep neural networks, Pre-trained neural language model",106566,,Information and Software Technology
22,@article: LI2022106770,Automated data function extraction from textual requirements by leveraging semi-supervised CRF and language model,Mingyang Li and Lin Shi and Yawen Wang and Junjie Wang and Qing Wang and Jun Hu and Xinhua Peng and Weimin Liao and Guizhen Pi,2022,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921002135,https://doi.org/10.1016/j.infsof.2021.106770,Contex,"Function point analysis, Size estimation, Conditional random field, Bootstrapping, Language model",106770,,Information and Software Technology
23,@article: LIU2020106348,A statistical pattern based feature extraction method on system call traces for anomaly detection,Zhen Liu and Nathalie Japkowicz and Ruoyu Wang and Yongming Cai and Deyu Tang and Xianfa Cai,2020,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584920301154,https://doi.org/10.1016/j.infsof.2020.106348,Conte,"Feature extraction, Statistical pattern, System calls, Platform-independent, One-class learning, Anomaly detection",106348,,Information and Software Technology
24,@article: ZHANG201558,Using Bayesian regression and EM algorithm with missing handling for software effort prediction,Wen Zhang and Ye Yang and Qing Wang,2015,,0950-5849,https://www.sciencedirect.com/science/article/pii/S095058491400216X,https://doi.org/10.1016/j.infsof.2014.10.005,Conte,"Bayesian regression, EM algorithm, Missing imputation, Software effort prediction",58-70,,Information and Software Technology
25,@article: LWAKATARE2020106368,Large-scale machine learning systems in real-world industrial settings: A review of challenges and solutions,Lucy Ellen Lwakatare and Aiswarya Raj and Ivica Crnkovic and Jan Bosch and Helena Holmström Olsson,2020,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584920301373,https://doi.org/10.1016/j.infsof.2020.106368,"Background: Developing and maintaining large scale machine learning (ML) based software systems in an industrial setting is challenging. There are no well-established development guidelines, but the literature contains reports on how companies develop and maintain deployed ML-based software systems. Objective: This study aims to survey the literature related to development and maintenance of large scale ML-based systems in industrial settings in order to provide a synthesis of the challenges that practitioners face. In addition, we identify solutions used to address some of these challenges. Method: A systematic literature review was conducted and we identified 72 papers related to development and maintenance of large scale ML-based software systems in industrial settings. The selected articles were qualitatively analyzed by extracting challenges and solutions. The challenges and solutions were thematically synthesized into four quality attributes: adaptability, scalability, safety and privacy. The analysis was done in relation to ML workflow, i.e. data acquisition, training, evaluation, and deployment. Results: We identified a total of 23 challenges and 8 solutions related to development and maintenance of large scale ML-based software systems in industrial settings including six different domains. Challenges were most often reported in relation to adaptability and scalability. Safety and privacy challenges had the least reported solutions. Conclusion: The development and maintenance on large-scale ML-based systems in industrial settings introduce new challenges specific for ML, and for the known challenges characteristic for these types of systems, require new methods in overcoming the challenges. The identified challenges highlight important concerns in ML system development practice and the lack of solutions point to directions for future research","Machine learning systems, Software engineering, Industrial settings, Challenges, Solutions, SLR",106368,,Information and Software Technology
26,@article: PERTICAS2020106350,Neural networks learn to detect and emulate sorting algorithms from images of their execution traces,Cătălin F. Perticas and Bipin Indurkhya,2020,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584920301178,https://doi.org/10.1016/j.infsof.2020.106350,Conte,"Computer program traces, Program behavior, Program induction, Algorithms, Neural networks, Program visualization, Data representation",106350,,Information and Software Technology
27,@article: KRISHNA201753,Less is more: Minimizing code reorganization using XTREE,Rahul Krishna and Tim Menzies and Lucas Layman,2017,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584916301641,https://doi.org/10.1016/j.infsof.2017.03.012,"Context: Developers use bad code smells to guide code reorganization. Yet developers, textbooks, tools, and researchers disagree on which bad smells are important. How can we offer reliable advice to developers about which bad smells to fix? Objective: To evaluate the likelihood that a code reorganization to address bad code smells will yield improvement in the defect-proneness of the code. Method: We introduce XTREE, a framework that analyzes a historical log of defects seen previously in the code and generates a set of useful code changes. Any bad smell that requires changes outside of that set can be deprioritized (since there is no historical evidence that the bad smell causes any problems). Evaluation: We evaluate XTREE’s recommendations for bad smell improvement against recommendations from previous work (Shatnawi, Alves, and Borges) using multiple data sets of code metrics and defect counts. Results: Code modules that are changed in response to XTREE’s recommendations contain significantly fewer defects than recommendations from previous studies. Further, XTREE endorses changes to very few code metrics, so XTREE requires programmers to do less work. Further, XTREE’s recommendations are more responsive to the particulars of different data sets. Finally XTREE’s recommendations may be generalized to identify the most crucial factors affecting multiple datasets (see the last figure in paper). Conclusion: Before undertaking a code reorganization based on a bad smell report, use a framework like XTREE to check and ignore any such operations that are useless; i.e. ones which lack evidence in the historical record that it is useful to make that change. Note that this use case applies to both manual code reorganizations proposed by developers as well as those conducted by automatic methods","Bad smells, Performance prediction, Decision trees",53-66,,Information and Software Technology
28,@article: OCHODEK2020106310,Deep learning model for end-to-end approximation of COSMIC functional size based on use-case names,Mirosław Ochodek and Sylwia Kopczyńska and Miroslaw Staron,2020,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584920300628,https://doi.org/10.1016/j.infsof.2020.106310,Conte,"Functional size approximation, Approximate software sizing methods, COSMIC, Deep learning, Word embeddings, Use cases",106310,,Information and Software Technology
29,@article: XI2016219,Suppressing detection of inconsistency hazards with pattern learning,Wang Xi and Chang Xu and Wenhua Yang and Xiaoxing Ma and Ping Yu and Jian Lu,2016,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584915001378,https://doi.org/10.1016/j.infsof.2015.08.003,"Context: Inconsistency detection and resolution is critical for context-aware applications to ensure their normal execution. Contexts, which refer to pieces of environmental information used by applications, are checked against consistency constraints for potential errors. However, not all detected inconsistencies are caused by real context problems. Instead, they might be triggered by improper checking timing. Such inconsistencies are ephemeral and usually harmless. Their detection and resolution is unnecessary, and may even be detrimental. We name them inconsistency hazards. Objective: Inconsistency hazards should be prevented from being detected or resolved, but it is not straightforward since their occurrences resemble real inconsistencies. In this article, we present SHAP, a pattern-learning based approach to suppressing the detection of such hazards automatically. Method: Our key insight is that detection of inconsistency hazards is subject to certain patterns of context changes. Although such patterns can be difficult to specify manually, they may be learned effectively with data mining techniques. With these patterns, we can reasonably schedule inconsistency detections. Results: The experimental results show that SHAP can effectively suppress the detection of most inconsistency hazards (over 90%) with negligible overhead. Conclusions: Comparing with other approaches, our approach can effectively suppress the detection of inconsistency hazards, and at the same time allow real inconsistencies to be detected and resolved timely","Context inconsistency, Inconsistency hazard, Pattern learning",219-229,,Information and Software Technology
30,@article: CHEN201567,Negative samples reduction in cross-company software defects prediction,Lin Chen and Bin Fang and Zhaowei Shang and Yuanyan Tang,2015,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584915000348,https://doi.org/10.1016/j.infsof.2015.01.014,Conte,"Cross-company defects prediction, Software fault prediction, Transfer learning",67-77,,Information and Software Technology
31,@article: CASILLO2022106853,Detecting privacy requirements from User Stories with NLP transfer learning models,Francesco Casillo and Vincenzo Deufemia and Carmine Gravino,2022,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584922000246,https://doi.org/10.1016/j.infsof.2022.106853,Contex,"User Stories, Natural Language Processing, Deep learning, Transfer Learning",106853,,Information and Software Technology
32,@article: YAO2021106664,The impact of using biased performance metrics on software defect prediction research,Jingxiu Yao and Martin Shepperd,2021,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921001270,https://doi.org/10.1016/j.infsof.2021.106664,Contex,"Software engineering, Machine learning, Software defect prediction, Computational experiment, Classification metrics",106664,,Information and Software Technology
33,@article: KRUPITZER2022106826,Proactive hybrid learning and optimisation in self-adaptive systems: The swarm-fleet infrastructure scenario,Christian Krupitzer and Christian Gruhl and Bernhard Sick and Sven Tomforde,2022,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584922000052,https://doi.org/10.1016/j.infsof.2022.106826,Contex,"Self-awareness, Self-reflection, Hybrid optimisation, Autonomous learning, Proactive behaviour, Swarm fleet infrastructure, Autonomous taxi, Organic computing",106826,,Information and Software Technology
34,@article: WU2021106530,Improving high-impact bug report prediction with combination of interactive machine learning and active learning,Xiaoxue Wu and Wei Zheng and Xiang Chen and Yu Zhao and Tingting Yu and Dejun Mu,2021,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921000185,https://doi.org/10.1016/j.infsof.2021.106530,Contex,"High-impact bug report, Interactive machine learning, Active learning, Uncertainty-sampling, Security bug report prediction",106530,,Information and Software Technology
35,@article: CHO2022106743,Classifying issue reports according to feature descriptions in a user manual based on a deep learning model,Heetae Cho and Seonah Lee and Sungwon Kang,2022,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921001890,https://doi.org/10.1016/j.infsof.2021.106743,Conte,"Deep learning, Classification, Issue reports, User manual, Software features, Data-based software engineering, Convolution neural network, Recurrent neural network, Machine learning",106743,,Information and Software Technology
36,@article: KAPPEL2021106472,Leveraging Small Sample Learning for Business Process Management,Martin Käppel and Stefan Schönig and Stefan Jablonski,2021,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584920302172,https://doi.org/10.1016/j.infsof.2020.106472,"Context: Tool support for business process management (BPM) is improving more and more. Often, machine learning techniques are used to recognize certain execution patterns, to optimize workflows and to observe or predict processes. Frequently, many organisations cannot meet the fundamental prerequisites of machine learning methods since less data is recorded and therefore available for analysis. Most machine learning techniques rely on big and sufficient data source sets that can be analyzed. Small Sample Learning (SSL) tackles the issue of implementing machine learning methods in environments where only quantitatively insufficient datasets are available. These methods are strongly tailored to computer vision or natural language processing problems, which is why they are still neglected in the BPM area. Objective: This paper motivates the use of SSL methods in the BPM area and fosters a research stream that is concerned with the transferability to and the application of these methods in the BPM area. Method: We propose a concept for leveraging SSL methods in BPM and illustrate the idea exemplarly in the field of process mining. Results: Reasons for the need of SSL methods in the BPM area and a conceptual approach for transferring existing SSL methods to the BPM area. The feasibility of our apprach is shown by a brief overview of a primary study leveraging SSL methods for process prediction. Conclusions: Many areas of process mining or BPM in general depend on a sufficient amount of (training) data. Often small and medium sized companies lack ”big data”, which is why advantages of machine learning and data analysis in the context of BPM cannot be applied. Existing methods that deal with insufficient data are very domain-specific and must be transferred to the process mining area respectively the BPM area","Small Sample Learning, BPM, Process Prediction, Machine Learning, Process Mining",106472,,Information and Software Technology
37,@article: WANG2022106845,Personalizing label prediction for GitHub issues,Jun Wang and Xiaofang Zhang and Lin Chen and Xiaoyuan Xie,2022,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584922000192,https://doi.org/10.1016/j.infsof.2022.106845,Contex,"Deep learning, Issue labeling, Data analysis, Language model",106845,,Information and Software Technology
38,@article: WARTSCHINSKI2022106809,VUDENC: Vulnerability Detection with Deep Learning on a Natural Codebase for Python,Laura Wartschinski and Yannic Noller and Thomas Vogel and Timo Kehrer and Lars Grunske,2022,,0950-5849,https://www.sciencedirect.com/science/article/pii/S0950584921002421,https://doi.org/10.1016/j.infsof.2021.106809,Contex,"Static analysis, Vulnerability detection, Deep learning, Long-short-term memory network, Natural codebase, Software repository mining",106809,,Information and Software Technology
