,id,title,author,year,publisher,issn,url,doi,abstract,keyword,pages,num_pages,publication_venue,content_type,source
53,,MLaaS4HEP: Machine Learning as a Service for HEP,"Kuznetsov V., Giommi L., Bonacorsi D.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109294734&doi=10.1007%2fs41781-021-00061-3&partnerID=40&md5=650bc574b1956c60e0d20c5d3afe9411,10.1007/s41781-021-00061-3,"Machine Learning (ML) will play a significant role in the success of the upcoming High-Luminosity LHC (HL-LHC) program at CERN. An unprecedented amount of data at the exascale will be collected by LHC experiments in the next decade, and this effort will require novel approaches to train and use ML models. In this paper, we discuss a Machine Learning as a Service pipeline for HEP (MLaaS4HEP) which provides three independent layers: a data streaming layer to read High-Energy Physics (HEP) data in their native ROOT data format; a data training layer to train ML models using distributed ROOT files; a data inference layer to serve predictions using pre-trained ML models via HTTP protocol. Such modular design opens up the possibility to train data at large scale by reading ROOT files from remote storage facilities, e.g., World-Wide LHC Computing Grid (WLCG) infrastructure, and feed the data to the user’s favorite ML framework. The inference layer implemented as TensorFlow as a Service (TFaaS) may provide an easy access to pre-trained ML models in existing infrastructure and applications inside or outside of the HEP domain. In particular, we demonstrate the usage of the MLaaS4HEP architecture for a physics use-case, namely, the tt¯ Higgs analysis in CMS originally performed using custom made Ntuples. We provide details on the training of the ML model using distributed ROOT files, discuss the performance of the MLaaS and TFaaS approaches for the selected physics analysis, and compare the results with traditional methods. © 2021, The Author(s).",BigData; Data management; LHC; Machine learning,,,Computing and Software for Big Science,Article,Scopus
54,,Human-cyber-physical Services Dispatch Approach for Data Characteristics [面向数据特征的人机物融合服务分派方法],"Yuan M., Chen Z., Xu B.-Q.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118955148&doi=10.13328%2fj.cnki.jos.006090&partnerID=40&md5=b66bb93d821b5703a666d612a992c3db,10.13328/j.cnki.jos.006090,"With the continuous development of the industrial Internet, big data and artificial intelligence contribute to the comprehensive interconnection in human-cyber-physical system. The amount of task data generated by users using the service is growing exponentially. While recommending services for online users to meet personalized needs, and for services that need to be completed through human- cyber-physical interaction, it has become a challenging problem how to integrate the various offline and online resources to dispatch the right person to complete the task quickly and effectively. In order to ensure the accuracy of services dispatch, this study proposes a cross-domain collaborative service dispatch method that takes into account the data characteristics of all these factors in human-cyber-physical system. In order to get a more reasonable dispatch, the sentiment characteristics of user evaluation and the similarity of business data are analyzed respectively, and then the attributes inherent in the real world are added of which have an impact on business processes. Finally, taking the doctor-patient assignment of an online diagnosis and treatment platform on the Internet as an example, the results show that the method proposed in this study has high accuracy and can improve the efficiency of task execution. © Copyright 2021, Institute of Software, the Chinese Academy of Sciences. All rights reserved.",Cross-domain integration; Intelligent service; Sentiment analysis; Service dispatch; User preference,"3404, 3422",,Ruan Jian Xue Bao/Journal of Software,Article,Scopus
55,,Unsupervised Fine-grained Video Categorization via Adaptation Learning Across Domains and Modalities [跨域和跨模态适应学习的无监督细粒度视频分类],"He X.-T., Peng Y.-X.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118927048&doi=10.13328%2fj.cnki.jos.006058&partnerID=40&md5=371e43c96eba8a896244daeeb053049a,10.13328/j.cnki.jos.006058,"Fine-grained video categorization is a highly challenging task to discriminate similar subcategories that belong to the same basic-level category. Due to the significant advances in fine-grained image categorization and expensive cost of labeling video data, it is intuitive to adapt the knowledge learned from image to video in an unsupervised manner. However, there is a clear gap to directly apply the models learned from image to recognize the fine-grained instances in video, due to domain distinction and modality distinction between image and video. Therefore, this study proposes the unsupervised discriminative adaptation network (UDAN), which transfers the ability of discrimination localization from image to video. A progressive pseudo labeling strategy is adopted to iteratively guide UDAN to approximate the distribution of the target video data. To verify the effectiveness of the proposed UDAN approach, adaptation tasks between image and video are performed, adapting the knowledge learned from CUB-200-2011/Cars-196 datasets (image) to YouTube Birds/YouTube Cars datasets (video). Experimental results illustrate the advantage of the proposed UDAN approach for unsupervised fine-grained video categorization. © Copyright 2021, Institute of Software, the Chinese Academy of Sciences. All rights reserved.",Domain adaption; Domain distinction; Fine-grained video categorization; Modality distinction; Unsupervised discriminative adaptation network,"3482, 3495",,Ruan Jian Xue Bao/Journal of Software,Article,Scopus
56,,Generative adversarial network based data augmentation and gender-last training strategy with application to bone age assessment,"Su L., Fu X., Hu Q.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118805625&doi=10.1016%2fj.cmpb.2021.106456&partnerID=40&md5=f9da3bfefea9fd084c87a345de3443ad,10.1016/j.cmpb.2021.106456,"Background and objectives: Bone age assessment (BAA) is widely used in determination of discrepancy between skeletal age and chronological age. Manual approaches are complicated which require experienced experts, while existing automatic approaches are perplexed with small and imbalanced samples which is a big challenge in deep learning. Methods: In this study, we proposed a new deep learning based method to improve the BAA training in both pre-training and training architecture. In pre-training, we proposed a framework using a new distance metric of cosine distance in the framework of optimal transport for data augmentation (CNN-GAN-OTD). In the training architecture, we explored the order of gender label and bone age information, supervised and semi-supervised training. Results: We found that the training architecture with the CNN-GAN-OTD based data augmentation and supervised gender-last classification with supervised Inception v3 network yielded the best assessment (mean average error of 4.23 months). Conclusions: The proposed data augmentation framework could be a potential built-in component of general deep learning networks and the training strategy with different label order could inspire more and deeper consideration of label priority in multi-label tasks. © 2021",bone age assessment; data augmentation; gender-last training; regression; semi-supervised generative adversarial network,,,Computer Methods and Programs in Biomedicine,Article,Scopus
57,,Application of a brain-inspired deep imitation learning algorithm in autonomous driving[Formula presented],"Ahmedov H.B., Yi D., Sui J.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118741003&doi=10.1016%2fj.simpa.2021.100165&partnerID=40&md5=86dcecd1e80530c8ce60f3523cef251a,10.1016/j.simpa.2021.100165,"Autonomous driving has attracted great attention from both academics and industries. To realise autonomous driving, Deep Imitation Learning (DIL) is treated as one of the most promising solutions, because it improves autonomous driving systems by automatically learning a complex mapping from human driving data, compared to manually designing the driving policy. However, existing DIL methods cannot generalise well across domains, that is, a network trained on the data of source domain gives rise to poor generalisation on the data of target domain. In the present study, we propose a novel brain-inspired deep imitation method that builds on the evidence from human brain functions, to improve the generalisation ability of DNN so that autonomous driving systems can perform well in various scenarios. Specifically, humans have a strong generalisation ability which is beneficial from the structural and functional asymmetry of the two sides of the brain. Here, we design dual Neural Circuit Policy (NCP) architectures in DNN based on the asymmetry of human neural networks. Experimental results demonstrate that our brain-inspired method outperforms existing methods regarding generalisation when dealing with unseen data. Our source codes and pretrained models are available at https://github.com/Intenzo21/Brain-Inspired-Deep-Imitation-Learning-for-Autonomous-Driving-Systems. © 2021 The Author(s)",Autonomous vehicles; Brain-inspired AI; Imitation Learning,,,Software Impacts,Article,Scopus
58,,GeneCoNet: A web application server for constructing cancer patient-specific gene correlation networks with prognostic gene pairs,"Park B., Lee W., Han K.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118729038&doi=10.1016%2fj.cmpb.2021.106465&partnerID=40&md5=28abd8d3c284d181f990db3731f6709d,10.1016/j.cmpb.2021.106465,"Background and objective: Most prognostic gene signatures that have been known for cancer are either individual genes or combination of genes. Both individual genes and combination of genes do not provide information on gene-gene relations, and often have less prognostic significance than random genes associated with cell proliferation. Several methods for generating sample-specific gene networks have been proposed, but programs implementing the methods are not publicly available. Methods: We have developed a method that builds gene correlation networks specific to individual cancer patients and derives prognostic gene correlations from the networks. A gene correlation network specific to a patient is constructed by identifying gene-gene relations that are significantly different from normal samples. Prognostic gene pairs are obtained by carrying out the Cox proportional hazards regression and the log-rank test for every gene pair. Results: We built a web application server called GeneCoNet with thousands of tumor samples in TCGA. Given a tumor sample ID of TCGA, GeneCoNet dynamically constructs a gene correlation network specific to the sample as output. As an additional output, it provides information on prognostic gene correlations in the network. GeneCoNet found several prognostic gene correlations for six types of cancer, but there were no prognostic gene pairs common to multiple cancer types. Conclusion: Extensive analysis of patient-specific gene correlation networks suggests that patients with a larger subnetwork of prognostic gene pairs have shorter survival time than the others and that patients with a subnetwork that contains more genes participating in prognostic gene pairs have shorter survival time than the others. GeneCoNet can be used as a valuable resource for generating gene correlation networks specific to individual patients and for identifying prognostic gene correlations. It is freely accessible at http://geneconet.inha.ac.kr. © 2021 Elsevier B.V.",Biological networks; Cancer; Visualization,,,Computer Methods and Programs in Biomedicine,Article,Scopus
59,,Deep embeddings and logistic regression for rapid active learning in histopathological images,"Jiao Y., Yuan J., Qiang Y., Fei S.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118333751&doi=10.1016%2fj.cmpb.2021.106464&partnerID=40&md5=4fd4f11f2c7fe34c74cfdd5103119214,10.1016/j.cmpb.2021.106464,"Background and Objective: Recognizing different tissue components is one of the most fundamental and essential works in digital pathology. Current methods are often based on convolutional neural networks (CNNs), which need numerous annotated samples for training. Creating large-scale histopathological datasets is labor-intensive, where interactive data annotation is a potential solution. Methods: We propose DELR (Deep Embedding-based Logistic Regression) to enable rapid model training and inference for histopathological image analysis. DELR utilizes a pretrained CNN to encode images as compact embeddings with low computational cost. The embeddings are then used to train a Logistic Regression model efficiently. We implemented DELR in an active learning framework, and validated it on three histopathological problems (binary, 4-category, and 8-category classification challenge for lung, breast, and colorectal cancer, respectively). We also investigated the influence of active learning strategy and type of the encoder. Results: On all the three datasets, DELR can achieve an area under curve (AUC) metric higher than 0.95 with only 100 image patches per class. Although its AUC is slightly lower than a fine-tuned CNN counterpart, DELR can be 536, 316, and 1481 times faster after pre-encoding. Moreover, DELR is proved to be compatible with a variety of active learning strategies and encoders. Conclusions: DELR can achieve comparable accuracy to CNN with rapid running speed. These advantages make it a potential solution for real-time interactive data annotation. © 2021",Active learning; Computer-aided diagnosis; Data annotation; Deep learning; Digital pathology; Tissue classification,,,Computer Methods and Programs in Biomedicine,Article,Scopus
60,,Super-resolution of Pneumocystis carinii pneumonia CT via self-attention GAN,"Xie H., Zhang T., Song W., Wang S., Zhu H., Zhang R., Zhang W., Yu Y., Zhao Y.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117904319&doi=10.1016%2fj.cmpb.2021.106467&partnerID=40&md5=c73f0fcb4d3154c6f710720863be7d2e,10.1016/j.cmpb.2021.106467,"Background and objective: Computed tomography (CT) examination plays an important role in screening suspected and confirmed patients in pneumocystis carinii pneumonia (PCP), and the efficient acquisition of high-quality medical CT images is essential for the clinical application of computer-aided diagnosis technology. Therefore, improving the resolution of CT images of pneumonia is a very important task. Methods: Aiming at the problem of how to recover the texture details of the reconstructed PCP CT super-resolution image, we propose the image super-resolution reconstruction model based on self-attention generation adversarial network (SAGAN). In the SAGAN algorithm, a generator based on self-attention mechanism and residual module is used to transform a low-resolution image into a super-resolution image. A discriminator based on depth convolution network tries to distinguish the difference between the reconstructed super-resolution image and the real super-resolution image. In terms of loss function construction, on the one hand, the Charbonnier content loss function is used to improve the accuracy of image reconstruction, and on the other hand, the feature value before activation of the pre-trained VGGNet is used to calculate the perceptual loss to achieve accurate texture detail reconstruction of super-resolution images. Results: Experimental results show that our SAGAN algorithm is superior to other state-of-the-art algorithms in both peak signal-to-noise ratio (PSNR) and structural similarity score (SSIM). Specifically, our SAGAN method can obtain 31.94 dB which is 1.53 dB better than SRGAN on Set5 dataset for 4 enlargements. Conclusion: Our SAGAN method can reconstruct more realistic PCP CT images with clear texture, which can help experts diagnose the condition of PCP. © 2021",Convolutional neural network; Generative adversarial network; Pneumocystis carinii pneumonia; Self-attention mechanism; Super-resolution,,,Computer Methods and Programs in Biomedicine,Article,Scopus
61,,MBNM: Multi-branch network based on memory features for long-tailed medical image recognition,"Zhang R., E H., Yuan L., He J., Zhang H., Zhang S., Wang Y., Song M., Wang L.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117201482&doi=10.1016%2fj.cmpb.2021.106448&partnerID=40&md5=7fb2f1f06bd41ab34a596697cd3d965f,10.1016/j.cmpb.2021.106448,"Background and objectives: Deep learning algorithms show revolutionary potential in computer-aided diagnosis. These computer-aided diagnosis techniques often rely on large-scale, balanced standard datasets. However, there are many rare diseases in real clinical scenarios, which makes the medical datasets present a highly imbalanced long-tailed distribution, leading to the poor generalization ability of deep learning models. Currently, most algorithms to solve this problem involve more complex modules and loss functions. But for complicated tasks in the medical domain, usually suffer from issues such as increased inference time and unstable performance. Therefore, it is a great challenge to develop a computer-aided diagnosis algorithm for long-tailed medical data. Methods: We proposed the Multi-Branch Network based on Memory Features (MBNM) for Long-Tailed Medical Image Recognition. MBNM includes three branches, where each branch focuses on a different learning task: 1) the regular learning branch learns the generalizable feature representations; 2) the tail learning branch gains extra intra-class diversity for the tail classes through the feature memory module and the improved reverse sampler to improve the classification performance of the tail classes; 3) the fusion balance branch integrates various decision-making advantages and introduces an adaptive loss function to re-balance the classification performance of easy and difficult samples. Results: We conducted experiments on the multi-disease Ophthalmic OCT datasets with imbalance factors of 98.48 and skin image datasets Skin-7 with imbalance factors of 58.3. The Accuracy, MCR, F1-Score, Precision, and AUC of our model were significantly improved over the strong baselines in the auxiliary diagnosis scenario where the clinical medical data is extremely imbalanced. Furthermore, we demonstrated that MBNM outperforms the state-of-the-art models on the publicly available natural image datasets (CIFAR-10 and CIFAR-100). Conclusions: The proposed algorithm can solve the problem of imbalanced data distribution with little added cost. In addition, the memory module does not act in the inference phase, thereby saving inference time. And it shows outstanding performance on medical images and natural images with a variety of imbalance factors. © 2021",Deep learning; Fusion model; Imbalanced medical image; Memory features,,,Computer Methods and Programs in Biomedicine,Article,Scopus
62,,Deep learning based microscopic cell images classification framework using multi-level ensemble,"Maurya R., Pathak V.K., Dutta M.K.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116701657&doi=10.1016%2fj.cmpb.2021.106445&partnerID=40&md5=00ec76aeac2a7b9fbedcb258dd0139fe,10.1016/j.cmpb.2021.106445,"Background and objectives: Advancement of the ultra-fast microscopic images acquisition and generation techniques give rise to the automated artificial intelligence (AI)-based microscopic images classification systems. The earlier cell classification systems classify the cell images of a specific type captured using a specific microscopy technique, therefore the motivation behind the present study is to develop a generic framework that can be used for the classification of cell images of multiple types captured using a variety of microscopic techniques. Methods: The proposed framework for microscopic cell images classification is based on the transfer learning-based multi-level ensemble approach. The ensemble is made by training the same base model with different optimisation methods and different learning rates. An important contribution of the proposed framework lies in its ability to capture different granularities of features extracted from multiple scales of an input microscopic cell image. The base learners used in the proposed ensemble encapsulates the aggregation of low-level coarse features and high-level semantic features, thus, represent the different granular microscopic cell image features present at different scales of input cell images. The batch normalisation layer has been added to the base models for the fast convergence in the proposed ensemble for microscopic cell images classification. Results: The general applicability of the proposed framework for microscopic cell image classification has been tested with five different public datasets. The proposed method has outperformed the experimental results obtained in several other similar works. Conclusions: The proposed framework for microscopic cell classification outperforms the other state-of-the-art classification methods in the same domain with a comparatively lesser amount of training data. © 2021","Convolutional neural networks, Microscopic cell images classification; Deep learning; Multi-level ensemble; Transfer learning",,,Computer Methods and Programs in Biomedicine,Article,Scopus
63,,A disease-specific language representation model for cerebrovascular disease research,"Lin C.-H., Hsu K.-C., Liang C.-K., Lee T.-H., Liou C.-W., Lee J.-D., Peng T.-I., Shih C.-S., Fann Y.C.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116552816&doi=10.1016%2fj.cmpb.2021.106446&partnerID=40&md5=3c214e58c84c43fa541a7b5ba890902c,10.1016/j.cmpb.2021.106446,"Background: Effectively utilizing disease-relevant text information from unstructured clinical notes for medical research presents many challenges. BERT (Bidirectional Encoder Representation from Transformers) related models such as BioBERT and ClinicalBERT, pre-trained on biomedical corpora and general clinical information, have shown promising performance in various biomedical language processing tasks. Objectives: This study aims to explore whether a BERT-based model pre-trained on disease-related clinical information can be more effective for cerebrovascular disease-relevant research. Methods: This study proposed the StrokeBERT which was initialized from BioBERT and pre-trained on large-scale cerebrovascular disease related clinical text information. The pre-trained corpora contained 113,590 discharge notes, 105,743 radiology reports, and 38,199 neurological reports. Two real-world empirical clinical tasks were conducted to validate StrokeBERT's performance. The first task identified extracranial and intracranial artery stenosis from two independent sets of radiology angiography reports. The second task predicted the risk of recurrent ischemic stroke based on patients’ first discharge information. Results: In stenosis detection, StrokeBERT showed improved performance on targeted carotid arteries, with an average AUC compared to that of ClinicalBERT of 0.968 ± 0.021 and 0.956 ± 0.018, respectively. In recurrent ischemic stroke prediction, after 10-fold cross-validation on 1,700 discharge information, StrokeBERT presented better prediction ability (AUC±SD = 0.838 ± 0.017) than ClinicalBERT (AUC±SD = 0.808 ± 0.045). The attention scores of StrokeBERT showed better ability to detect and associate cerebrovascular disease related terms than current BERT based models. Conclusions: This study shows that a disease-specific BERT model improved the performance and accuracy of various disease-specific language processing tasks and can readily be fine-tuned to advance cerebrovascular disease research and further developed for clinical applications. © 2021",Cerebrovascular disease; Natural language processing; Specific language representation model,,,Computer Methods and Programs in Biomedicine,Article,Scopus
64,,A novel combined dynamic ensemble selection model for imbalanced data to detect COVID-19 from complete blood count,"Wu J., Shen J., Xu M., Shao M.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116096500&doi=10.1016%2fj.cmpb.2021.106444&partnerID=40&md5=6c04ad0219d5f1bc4624893f93a28c1d,10.1016/j.cmpb.2021.106444,"Background: As blood testing is radiation-free, low-cost and simple to operate, some researchers use machine learning to detect COVID-19 from blood test data. However, few studies take into consideration the imbalanced data distribution, which can impair the performance of a classifier. Method: A novel combined dynamic ensemble selection (DES) method is proposed for imbalanced data to detect COVID-19 from complete blood count. This method combines data preprocessing and improved DES. Firstly, we use the hybrid synthetic minority over-sampling technique and edited nearest neighbor (SMOTE-ENN) to balance data and remove noise. Secondly, in order to improve the performance of DES, a novel hybrid multiple clustering and bagging classifier generation (HMCBCG) method is proposed to reinforce the diversity and local regional competence of candidate classifiers. Results: The experimental results based on three popular DES methods show that the performance of HMCBCG is better than only use bagging. HMCBCG+KNE obtains the best performance for COVID-19 screening with 99.81% accuracy, 99.86% F1, 99.78% G-mean and 99.81% AUC. Conclusion: Compared to other advanced methods, our combined DES model can improve accuracy, G-mean, F1 and AUC of COVID-19 screening. © 2021",Candidate classifier generation; COVID-19 screening; Dynamic ensemble selection; Hybrid multiple clustering and bagging; Imbalanced data,,,Computer Methods and Programs in Biomedicine,Article,Scopus
65,,End-to-end multimodal clinical depression recognition using deep neural networks: A comparative analysis,"Muzammel M., Salam H., Othmani A.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85116079993&doi=10.1016%2fj.cmpb.2021.106433&partnerID=40&md5=97dddb2f74633fcc51de68446bb29485,10.1016/j.cmpb.2021.106433,"Background and Objective: Major Depressive Disorder is a highly prevalent and disabling mental health condition. Numerous studies explored multimodal fusion systems combining visual, audio, and textual features via deep learning architectures for clinical depression recognition. Yet, no comparative analysis for multimodal depression analysis has been proposed in the literature. Methods: In this paper, an up-to-date literature overview of multimodal depression recognition is presented and an extensive comparative analysis of different deep learning architectures for depression recognition is performed. First, audio features based Convolutional Neural Networks (CNNs) and Long Short-Term Memory (LSTM) are studied. Then, early-level and model-level fusion of deep audio features with visual and textual features through LSTM and CNN architectures are investigated. Results: The performance of the proposed architectures using an hold-out strategy on the DAIC-WOZ dataset (80% training, 10% validation, 10% test split) for binary and severity levels of depression recognition is tested. Using this strategy, a set of experiments have been performed and they have demonstrated: (1) LSTM-based audio features perform slightly better than CNN ones with an accuracy of 66.25% versus 65.60% for binary depression classes. (2) the model level fusion of deep audio and visual features using LSTM network performed the best with an accuracy of 77.16%, a precision of 53% for the depressed class, and a precision of 83% for the non-depressed class. The given network obtained a normalized Root Mean Square Error (RMSE) of 0.15 for depression severity level prediction. Using a Leave-One-Subject-Out strategy, this network achieved an accuracy of 95.38% for binary depression detection, and a normalized RMSE of 0.1476 for depression severity level prediction. Our best-performing architecture outperforms all state-of-the-art approaches on DAIC-WOZ dataset. Conclusions: The obtained results show that the proposed LSTM-based surpass the proposed CNN-based architectures allowing to learn temporal dynamics representations of multimodal features. Furthermore, model-level fusion of audio and visual features using an LSTM network leads to the best performance. Our best-performing architecture successfully detects depression using a speech segment of less than 8 seconds, and an average prediction computation time of less than 6ms; making it suitable for real-world clinical applications. © 2021 Elsevier B.V.",Biomedical informatics; Biomedical information processing; Deep learning; Features fusion; Multimodal depression recognition,,,Computer Methods and Programs in Biomedicine,Article,Scopus
66,,Lightweight deep neural networks for cholelithiasis and cholecystitis detection by point-of-care ultrasound,"Yu C.-J., Yeh H.-J., Chang C.-C., Tang J.-H., Kao W.-Y., Chen W.-C., Huang Y.-J., Li C.-H., Chang W.-H., Lin Y.-T., Sufriyana H., Su E.C.-Y.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115252572&doi=10.1016%2fj.cmpb.2021.106382&partnerID=40&md5=ea104971d3ed8b381720ad6679666a89,10.1016/j.cmpb.2021.106382,"Background and objective: Emergency physicians (EPs) frequently deal with abdominal pain, including that is caused by either gallstones or acute cholecystitis. Easy access and low cost justify point-of-care ultrasound (POCUS) use as a first-line test to detect these diseases; yet, the detection performance of POCUS by EPs is unreliable, causing misdiagnoses with serious impacts. This study aimed to develop a machine learning system to detect and localize gallstones and to detect acute cholecystitis by ultrasound (US) still images taken by physicians or technicians for preliminary diagnoses. Methods: Abdominal US images (> 89,000) were collected from 2386 patients in a hospital database. We constructed training sets for gallstones with or without cholecystitis (N = 10,971) and cholecystitis with or without gallstones (N = 7348) as positives. Validation sets were also constructed for gallstones (N = 2664) and cholecystitis (N = 1919). We applied a single-shot multibox detector (SSD) and a feature pyramid network (FPN) to classify and localize objects using image features extracted by ResNet-50 for gallstones, and MobileNet V2 to classify cholecystitis. The deep learning models were pretrained using the COCO-2017 and ILSVRC-2012 datasets. Results: Using the validation sets, the SSD-FPN-ResNet-50 and MobileNet V2 achieved areas under the receiver operating characteristics curve of 0.92 and 0.94, respectively. The inference speeds were 21 (47.6 frames per second, fps) and 7 ms (142.9 fps). Conclusions: A machine learning system was developed to detect and localize gallstones, and to detect cholecystitis, with acceptable discrimination and speed. This is the first study to develop this system for either gallstone or cholecystitis detection with absence or presence of each one. After clinical trials, this system may be used to assist EPs, including those in remote areas, for detecting these diseases. © 2021 Elsevier B.V.",Abdomen; Computer-aided diagnosis; Machine learning; Neural network; Pattern recognition; Ultrasound,,,Computer Methods and Programs in Biomedicine,Article,Scopus
67,,DR-MIL: deep represented multiple instance learning distinguishes COVID-19 from community-acquired pneumonia in CT images,"Qi S., Xu C., Li C., Tian B., Xia S., Ren J., Yang L., Wang H., Yu H.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114939477&doi=10.1016%2fj.cmpb.2021.106406&partnerID=40&md5=94e1ae7da705629a157be79becce4e67,10.1016/j.cmpb.2021.106406,"Background and objective: Given that the novel coronavirus disease 2019 (COVID-19) has become a pandemic, a method to accurately distinguish COVID-19 from community-acquired pneumonia (CAP) is urgently needed. However, the spatial uncertainty and morphological diversity of COVID-19 lesions in the lungs, and subtle differences with respect to CAP, make differential diagnosis non-trivial. Methods: We propose a deep represented multiple instance learning (DR-MIL) method to fulfill this task. A 3D volumetric CT scan of one patient is treated as one bag and ten CT slices are selected as the initial instances. For each instance, deep features are extracted from the pre-trained ResNet-50 with fine-tuning and represented as one deep represented instance score (DRIS). Each bag with a DRIS for each initial instance is then input into a citation k-nearest neighbor search to generate the final prediction. A total of 141 COVID-19 and 100 CAP CT scans were used. The performance of DR-MIL is compared with other potential strategies and state-of-the-art models. Results: DR-MIL displayed an accuracy of 95% and an area under curve of 0.943, which were superior to those observed for comparable methods. COVID-19 and CAP exhibited significant differences in both the DRIS and the spatial pattern of lesions (p<0.001). As a means of content-based image retrieval, DR-MIL can identify images used as key instances, references, and citers for visual interpretation. Conclusions: DR-MIL can effectively represent the deep characteristics of COVID-19 lesions in CT images and accurately distinguish COVID-19 from CAP in a weakly supervised manner. The resulting DRIS is a useful supplement to visual interpretation of the spatial pattern of lesions when screening for COVID-19. © 2021",Community-acquired pneumonia; Convolutional neural network; COVID-19; Deep learning; Lung CT image; Multiple instance learning,,,Computer Methods and Programs in Biomedicine,Article,Scopus
68,,Fusion of CNN1 and CNN2-based magnetic resonance image diagnosis of knee meniscus injury and a comparative analysis with computed tomography,"Qiu X., Liu Z., Zhuang M., Cheng D., Zhu C., Zhang X.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114831733&doi=10.1016%2fj.cmpb.2021.106297&partnerID=40&md5=ce3385147a5b8fca8f7ce36bc4fc57b4,10.1016/j.cmpb.2021.106297,"Purpose: We used convolutional neural network (CNN) technology to improve the accuracy of diagnosis of knee meniscus injury and shorten the diagnosis time. Method: We propose a meniscus detection method based on Fusion of CNN1 and CNN2 (CNNf), which uses Magnetic Resonance Imaging (MRI) and Computer tomography (CT) to compare the diagnosis results, verifies the proposed method through 2460 images collected from 205 patients in the hospital. We used accuracy, sensitivity, specificity, receiver operating characteristics (ROC), and damage total rate to evaluate performance. Results: The accuracy of our model was 93.86%, the sensitivity was 91.35%, the specificity was 94.65%, and the area under the receiver operating characteristic curve was 96.78%. The total damage rate of MRI is 91.57%, which is far greater than the total damage rate of CT diagnosis of 80.13%. Conclusion: CNNf-based MRI technology of knee meniscus injury has high practical value in clinical practice. It can effectively improve the accuracy of diagnosis and reduce the rate of misdiagnosis. © 2021",Convolutional neural network; Diagnostic value; Knee joint; Magnetic Resonance Imaging; Meniscus injury,,,Computer Methods and Programs in Biomedicine,Article,Scopus
69,,SSD based waste separation in smart garbage using augmented clustering NMS,"Karthikeyan M., Subashini T.S., Jebakumar R.",2021,Scopus,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113945093&doi=10.1007%2fs10515-021-00296-9&partnerID=40&md5=2f4a015631760f634f19c8f574318ea7,10.1007/s10515-021-00296-9,"Object detection plays a pivotal role in autonomous systems helps to build the machines to be intelligent as humans that leads to build an Artificial Intelligence application used for society,Industries,face-recognition and so-on. Nowadays, it is difficult to manage the waste generated by humans and industries which is increasing rapidly day by day needs to address the problem to make automation for separating the Bio-degradable and Non-Bio degradable waste. Although humans are tried to manage impact of waste management in society to maintain the eco-system by implementing a separate trash for Bio and Non-bio waste. Sometimes it is difficult to follow for the separation of waste manually by humans. There is no existing sensor to identify the types of wastes. In this proposed system, it evolves the implementation of the bio-degradable and non-bio degradable object detection method to help to detect these objects automatically with the augmented clustering NMS using Single-shot detector methods. The enhanced augmented clustering algorithm effectively detects the multiple objects in the video along with the respective bio or non-bio classification custom object detection model. With the build thousand images for each class custom dataset model to train the objects using deep learning neural network. A custom object detection data model is built with the help of NVIDIA GPU RTX 4 GB using tensorflow model. Here the results are interpreted with the mean average precision value of 0.965 with ACNMS Single shot object detector which is effectively detected with the new enhanced technique. © 2021, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.",ACNMS; Object detection; Single-shot detector; Smart garbage,,,Automated Software Engineering,Article,Scopus
